img_id,K,n,phikon,realst,densenet121,resnet50,pred_mean
A1,6,346,0.1417810575524318,0.11421812936885962,0.15985682104422422,0.08308840259781498,0.03742030955352985
B1,5,295,0.3817466381551058,0.20150845435379222,0.3567041334934544,0.295949147896032,0.2506760162270735
C1,4,176,0.21334316262351236,0.060954876751300326,0.21846906518450745,0.23086056151309794,0.09727354611856819
D1,4,306,0.28502747918896043,0.18496954053305809,0.30394319974142153,0.19250289188629882,0.11771759678221651
E1,4,587,0.20338172626922338,0.026359419484800584,0.1446274024766952,0.021476775810007627,0.1176991619577984
F1,4,691,0.13783066406641106,0.04325008840771728,0.10224995489569408,0.14165911298519815,0.06962799602994268
G2,7,467,0.23502855268579417,0.15238141651220916,0.16097281242970446,0.13660523848171327,0.08983413025886602
H1,7,613,0.36159560288824316,0.18541943616393589,0.31526653028040175,0.2733325797608294,0.2254247008498376
