img_id,model_id,K,n,ari_pred,ari_morph,ari_realst,sd_pred,sd_morph,sd_realst,delta_BA,delta_AC
B1,DeepSpaCE,5,293,0.25895270189488606,0.3817466381551058,0.19746327569746733,0.017128799691459435,0.012204678377648864,0.01869846637143919,0.12279393626021973,0.061489426197418734
B1,EGNv1,5,295,0.2436103583153844,0.3817466381551058,0.19746327569746733,0.014372841476340496,0.012204678377648864,0.01869846637143919,0.13813627983972138,0.046147082617917085
B1,EGNv2,5,295,0.26586892005359175,0.3817466381551058,0.19746327569746733,0.0037917010216422585,0.012204678377648864,0.01869846637143919,0.11587771810151404,0.06840564435612442
B1,HisToGene,5,295,0.21860569155608506,0.3817466381551058,0.19746327569746733,0.0010126797324786837,0.012204678377648864,0.01869846637143919,0.16314094659902073,0.02114241585861773
B1,Hist2ST,5,295,0.34282519557266183,0.3817466381551058,0.19746327569746733,0.011804213722462546,0.012204678377648864,0.01869846637143919,0.038921442582443955,0.1453619198751945
B1,ST-Net,5,295,0.2891395414122,0.3817466381551058,0.19746327569746733,0.003943407167767672,0.012204678377648864,0.01869846637143919,0.09260709674290579,0.09167626571473267
B1,TCGN,5,295,0.17002471020613943,0.3817466381551058,0.19746327569746733,0.002436927383410465,0.012204678377648864,0.01869846637143919,0.21172192794896635,-0.027438565491327893
B1,THItoGene,5,295,0.3857632398251852,0.3817466381551058,0.19746327569746733,0.005615186041459692,0.012204678377648864,0.01869846637143919,-0.004016601670079389,0.18829996412771785
B1,genecoder_i500_j500,5,295,0.16605514172404298,0.3817466381551058,0.19746327569746733,0.004931513098370921,0.012204678377648864,0.01869846637143919,0.2156914964310628,-0.031408133973424346
B1,iStar,5,295,0.19256055002742226,0.3817466381551058,0.19746327569746733,0.010910175182275637,0.012204678377648864,0.01869846637143919,0.18918608812768353,-0.004902725670045072
C1,DeepPT,4,176,0.1003070309094489,0.21334316262351236,0.06357566069011757,0.009946721563670761,0.02416619332807861,0.018984266650856372,0.11303613171406346,0.03673137021933133
C1,DeepSpaCE,4,174,0.16248588179218162,0.21334316262351236,0.06357566069011757,0.0011362967695241078,0.02416619332807861,0.018984266650856372,0.05085728083133073,0.09891022110206406
C1,EGNv1,4,176,0.024814609889895707,0.21334316262351236,0.06357566069011757,0.039849910655377935,0.02416619332807861,0.018984266650856372,0.18852855273361666,-0.03876105080022186
C1,EGNv2,4,176,0.02139522415728197,0.21334316262351236,0.06357566069011757,0.040177131506622686,0.02416619332807861,0.018984266650856372,0.19194793846623037,-0.0421804365328356
C1,HisToGene,4,176,0.08564577040500822,0.21334316262351236,0.06357566069011757,0.002384091038780113,0.02416619332807861,0.018984266650856372,0.12769739221850412,0.02207010971489065
C1,Hist2ST,4,176,0.0971956344928833,0.21334316262351236,0.06357566069011757,0.010169989691778023,0.02416619332807861,0.018984266650856372,0.11614752813062905,0.03361997380276574
C1,ST-Net,4,176,0.12432031286933529,0.21334316262351236,0.06357566069011757,0.012502101911523695,0.02416619332807861,0.018984266650856372,0.08902284975417707,0.06074465217921772
C1,TCGN,4,176,0.09189387138674855,0.21334316262351236,0.06357566069011757,0.011819539123541282,0.02416619332807861,0.018984266650856372,0.1214492912367638,0.028318210696630985
C1,THItoGene,4,176,0.10625780457470509,0.21334316262351236,0.06357566069011757,0.0097007875643429,0.02416619332807861,0.018984266650856372,0.10708535804880727,0.04268214388458752
C1,genecoder_i500_j500,4,176,0.043908126769592666,0.21334316262351236,0.06357566069011757,0.010236854425186183,0.02416619332807861,0.018984266650856372,0.1694350358539197,-0.0196675339205249
C1,iStar,4,176,0.2117847400571688,0.21334316262351236,0.06357566069011757,0.0984525456401072,0.02416619332807861,0.018984266650856372,0.0015584225663435591,0.14820907936705124
D1,DeepPT,4,306,0.08532736651553932,0.28502747918896043,0.18416047626480553,0.0035390686529915873,0.021914983763968544,0.02208244705313024,0.1997001126734211,-0.09883310974926621
D1,DeepSpaCE,4,306,0.1335297032029636,0.28502747918896043,0.18416047626480553,0.0031123906435910264,0.021914983763968544,0.02208244705313024,0.15149777598599684,-0.05063077306184194
D1,EGNv1,4,306,0.03140989828399923,0.28502747918896043,0.18416047626480553,0.004538687638708051,0.021914983763968544,0.02208244705313024,0.2536175809049612,-0.1527505779808063
D1,EGNv2,4,306,0.10052213265233807,0.28502747918896043,0.18416047626480553,0.006619775764809865,0.021914983763968544,0.02208244705313024,0.18450534653662237,-0.08363834361246746
D1,HisToGene,4,306,0.2031475672773814,0.28502747918896043,0.18416047626480553,0.0074032971709815714,0.021914983763968544,0.02208244705313024,0.08187991191157903,0.01898709101257587
D1,Hist2ST,4,306,0.22631493006240383,0.28502747918896043,0.18416047626480553,0.007692644895001704,0.021914983763968544,0.02208244705313024,0.0587125491265566,0.0421544537975983
D1,ST-Net,4,306,0.09254394992400079,0.28502747918896043,0.18416047626480553,0.005256067293831538,0.021914983763968544,0.02208244705313024,0.19248352926495965,-0.09161652634080474
D1,TCGN,4,306,0.14322116482155892,0.28502747918896043,0.18416047626480553,0.001375209342331954,0.021914983763968544,0.02208244705313024,0.14180631436740151,-0.04093931144324661
D1,THItoGene,4,306,0.13220870481604063,0.28502747918896043,0.18416047626480553,0.0016243951668643694,0.021914983763968544,0.02208244705313024,0.1528187743729198,-0.051951771448764894
D1,genecoder_i500_j500,4,306,0.10204650500034826,0.28502747918896043,0.18416047626480553,0.00877879191668983,0.021914983763968544,0.02208244705313024,0.18298097418861217,-0.08211397126445727
D1,iStar,4,306,0.04462164204780765,0.28502747918896043,0.18416047626480553,0.016933241790179535,0.021914983763968544,0.02208244705313024,0.24040583714115277,-0.13953883421699786
E1,DeepPT,4,587,0.30738242422867085,0.20338172626922338,0.023122674029427377,0.007113326206992468,0.006612254653476676,0.017193723684547444,-0.10400069795944747,0.2842597501992435
E1,DeepSpaCE,4,587,0.14746125686257133,0.20338172626922338,0.023122674029427377,0.0006031692599958039,0.006612254653476676,0.017193723684547444,0.055920469406652046,0.12433858283314396
E1,EGNv1,4,587,0.10413800479602582,0.20338172626922338,0.023122674029427377,0.006421614670220919,0.006612254653476676,0.017193723684547444,0.09924372147319756,0.08101533076659845
E1,EGNv2,4,587,0.13413139998543655,0.20338172626922338,0.023122674029427377,0.006870125787397033,0.006612254653476676,0.017193723684547444,0.06925032628378683,0.11100872595600918
E1,HisToGene,4,587,0.042998271702620536,0.20338172626922338,0.023122674029427377,0.0014774809500070214,0.006612254653476676,0.017193723684547444,0.16038345456660286,0.01987559767319316
E1,Hist2ST,4,587,0.1161048076046067,0.20338172626922338,0.023122674029427377,0.0012829289611803961,0.006612254653476676,0.017193723684547444,0.08727691866461668,0.09298213357517933
E1,ST-Net,4,587,0.14703857580123353,0.20338172626922338,0.023122674029427377,0.004117676185982666,0.006612254653476676,0.017193723684547444,0.05634315046798985,0.12391590177180616
E1,TCGN,4,587,0.11118349418686498,0.20338172626922338,0.023122674029427377,0.0035017552207461185,0.006612254653476676,0.017193723684547444,0.0921982320823584,0.0880608201574376
E1,THItoGene,4,587,0.10598702190664946,0.20338172626922338,0.023122674029427377,0.0006241243728944,0.006612254653476676,0.017193723684547444,0.09739470436257391,0.08286434787722209
E1,genecoder_i500_j500,4,587,0.001855958452301004,0.20338172626922338,0.023122674029427377,0.000878653416893055,0.006612254653476676,0.017193723684547444,0.20152576781692239,-0.021266715577126373
E1,iStar,4,587,0.07640956600880178,0.20338172626922338,0.023122674029427377,0.016072940046964086,0.006612254653476676,0.017193723684547444,0.1269721602604216,0.053286891979374404
F1,DeepPT,4,691,0.0999199628089121,0.13783066406641106,0.05203807906811285,0.0006383771634962578,0.009547664669824962,0.009489644598130516,0.03791070125749896,0.047881883740799255
F1,DeepSpaCE,4,691,0.021532761178951816,0.13783066406641106,0.05203807906811285,0.00015572878576696823,0.009547664669824962,0.009489644598130516,0.11629790288745925,-0.030505317889161034
F1,EGNv1,4,691,0.05548447811952195,0.13783066406641106,0.05203807906811285,0.002077895011290255,0.009547664669824962,0.009489644598130516,0.08234618594688911,0.003446399051409102
F1,EGNv2,4,691,0.02543499162411042,0.13783066406641106,0.05203807906811285,0.0154187318788658,0.009547664669824962,0.009489644598130516,0.11239567244230064,-0.02660308744400243
F1,HisToGene,4,691,0.18413791860709774,0.13783066406641106,0.05203807906811285,0.0038005799707767816,0.009547664669824962,0.009489644598130516,-0.04630725454068668,0.1320998395389849
F1,Hist2ST,4,691,0.027084482738073463,0.13783066406641106,0.05203807906811285,0.00128157317067464,0.009547664669824962,0.009489644598130516,0.1107461813283376,-0.024953596330039386
F1,ST-Net,4,691,0.20253947245133616,0.13783066406641106,0.05203807906811285,0.02219272579179955,0.009547664669824962,0.009489644598130516,-0.0647088083849251,0.15050139338322333
F1,TCGN,4,691,0.06819741481786168,0.13783066406641106,0.05203807906811285,0.008565511008341686,0.009547664669824962,0.009489644598130516,0.06963324924854938,0.01615933574974883
F1,THItoGene,4,691,0.03317837505654843,0.13783066406641106,0.05203807906811285,0.00024284464303872061,0.009547664669824962,0.009489644598130516,0.10465228900986263,-0.01885970401156442
F1,genecoder_i500_j500,4,691,0.0844370990019976,0.13783066406641106,0.05203807906811285,0.0012175688535722518,0.009547664669824962,0.009489644598130516,0.053393565064413465,0.03239901993388475
F1,iStar,4,691,-0.03603900007504183,0.13783066406641106,0.05203807906811285,0.005649718342658602,0.009547664669824962,0.009489644598130516,0.17386966414145288,-0.08807707914315469
G2,DeepPT,7,467,0.08353337334002839,0.23502855268579417,0.15714114917454244,0.011184793795826759,0.01680956213643465,0.008198945503004419,0.15149517934576578,-0.07360777583451406
G2,DeepSpaCE,7,467,0.10627286222065961,0.23502855268579417,0.15714114917454244,0.0032422781210890853,0.01680956213643465,0.008198945503004419,0.12875569046513458,-0.05086828695388283
G2,EGNv1,7,467,0.1052890461899872,0.23502855268579417,0.15714114917454244,0.0040623607336720815,0.01680956213643465,0.008198945503004419,0.12973950649580696,-0.05185210298455524
G2,EGNv2,7,467,0.08359650516355843,0.23502855268579417,0.15714114917454244,0.00898590983304365,0.01680956213643465,0.008198945503004419,0.15143204752223574,-0.07354464401098401
G2,HisToGene,7,467,0.12900276602614041,0.23502855268579417,0.15714114917454244,0.004980028890319137,0.01680956213643465,0.008198945503004419,0.10602578665965376,-0.02813838314840203
G2,Hist2ST,7,467,0.02975041689980134,0.23502855268579417,0.15714114917454244,0.0022371789633481736,0.01680956213643465,0.008198945503004419,0.20527813578599283,-0.1273907322747411
G2,ST-Net,7,467,0.1412122985832172,0.23502855268579417,0.15714114917454244,0.006538215788104179,0.01680956213643465,0.008198945503004419,0.09381625410257696,-0.015928850591325233
G2,TCGN,7,467,0.09307591943026569,0.23502855268579417,0.15714114917454244,0.0060384738540320785,0.01680956213643465,0.008198945503004419,0.14195263325552848,-0.06406522974427675
G2,THItoGene,7,467,0.07508230525964074,0.23502855268579417,0.15714114917454244,0.0023342951629768266,0.01680956213643465,0.008198945503004419,0.15994624742615343,-0.0820588439149017
G2,genecoder_i500_j500,7,467,0.0768098512276292,0.23502855268579417,0.15714114917454244,0.004362499233727189,0.01680956213643465,0.008198945503004419,0.15821870145816497,-0.08033129794691324
G2,iStar,7,467,0.0645500885065982,0.23502855268579417,0.15714114917454244,0.011391180382776145,0.01680956213643465,0.008198945503004419,0.170478464179196,-0.09259106066794424
H1,DeepPT,7,613,0.2655265546705182,0.36159560288824316,0.1679007338210079,0.004854418504070977,0.02237346682534826,0.02115986850364692,0.09606904821772494,0.09762582084951033
H1,DeepSpaCE,7,613,0.2769264286015613,0.36159560288824316,0.1679007338210079,0.015646946327744243,0.02237346682534826,0.02115986850364692,0.08466917428668186,0.1090256947805534
H1,EGNv1,7,613,0.2630053907077469,0.36159560288824316,0.1679007338210079,0.01522712322399941,0.02237346682534826,0.02115986850364692,0.09859021218049624,0.09510465688673903
H1,EGNv2,7,613,0.28569649084635607,0.36159560288824316,0.1679007338210079,0.004095295336962504,0.02237346682534826,0.02115986850364692,0.0758991120418871,0.11779575702534817
H1,HisToGene,7,613,0.23577968667198973,0.36159560288824316,0.1679007338210079,0.00715049987376447,0.02237346682534826,0.02115986850364692,0.12581591621625343,0.06787895285098183
H1,Hist2ST,7,613,0.16211441357088427,0.36159560288824316,0.1679007338210079,0.002556668732710415,0.02237346682534826,0.02115986850364692,0.1994811893173589,-0.005786320250123628
H1,ST-Net,7,613,0.2589595869258242,0.36159560288824316,0.1679007338210079,0.008877969940907624,0.02237346682534826,0.02115986850364692,0.10263601596241895,0.09105885310481632
H1,TCGN,7,613,0.222337810347026,0.36159560288824316,0.1679007338210079,0.0022581755328387578,0.02237346682534826,0.02115986850364692,0.13925779254121717,0.05443707652601809
H1,THItoGene,7,613,0.21170990763853195,0.36159560288824316,0.1679007338210079,0.0011433381578209083,0.02237346682534826,0.02115986850364692,0.1498856952497112,0.043809173817524055
H1,genecoder_i500_j500,7,613,0.17983063574010502,0.36159560288824316,0.1679007338210079,0.005381597703146901,0.02237346682534826,0.02115986850364692,0.18176496714813814,0.011929901919097124
H1,iStar,7,613,0.1177848036276699,0.36159560288824316,0.1679007338210079,0.010718602658335104,0.02237346682534826,0.02115986850364692,0.24381079926057325,-0.050115930193338
