img_id,alpha_sel,ari_morph,ari_bottleneck
A1,10000.0,0.1417810575524318,0.1763320668066348
B1,10000.0,0.3817466381551058,0.323085841045749
C1,10000.0,0.21334316262351236,0.14518436843601665
D1,100000.0,0.28502747918896043,0.19941297474785924
E1,10000.0,0.20338172626922338,0.1514418899085945
F1,10000.0,0.13783066406641106,0.05783153624644901
G2,10000.0,0.23502855268579417,0.14659916805154527
H1,100000.0,0.36159560288824316,0.3629658029037343
