img_id,K,n,morph_GT1,realst_GT1,morph_GT2,GT1_vs_GT2,pred_GT1,pred_GT2,predbest_GT2
A1,6,346,0.1417810575524318,0.11421812936885962,0.07481148229867078,0.11012892057541375,0.03742030955352985,0.04403050391504541,0.09660940212010112
B1,5,295,0.3817466381551058,0.20150845435379222,0.14484962453379807,0.1888551204046524,0.2506760162270735,0.21674879044729672,0.28354345498281686
C1,4,176,0.21334316262351236,0.060954876751300326,0.14002034345434686,0.10632400808960404,0.09727354611856819,0.06986910091298922,0.17178059285932681
D1,4,306,0.28502747918896043,0.18496954053305809,0.2500299804758993,0.2508126270944416,0.11771759678221651,0.1254619244298394,0.24558914167572238
E1,4,587,0.20338172626922338,0.026359419484800584,0.11220610411095419,0.03182280229352224,0.1176991619577984,0.0372935525732237,0.0995157625517682
F1,4,691,0.13783066406641106,0.04325008840771728,0.09734560128823597,0.03879731806024969,0.06962799602994268,0.03489010688561303,0.10286161751450502
G2,7,467,0.23502855268579417,0.15238141651220916,0.15254630732243918,0.15090745587844162,0.08983413025886602,0.14328844565160928,0.2615970177673498
H1,7,613,0.36159560288824316,0.18541943616393589,0.22342131429663006,0.17783303962921856,0.2254247008498376,0.23174306331485195,0.3774774028492558
