img_id,K,n,rank_morph,rank_ridge,pr_morph,pr_ridge,morph,morph_rank,ridge,ridge_shuf,ridge_rand
A1,6,346,104,22,17.568127146516762,3.0344578767076715,0.1417810575524318,0.12915325511272005,0.17475885268749006,0.13714063033206897,0.13802090872212242
B1,5,295,95,18,9.780145388743199,2.2431579166127253,0.3817466381551058,0.30870554794689953,0.3229018227606836,0.32166565072942876,0.3520528250394417
C1,4,176,78,24,19.204113777367695,3.8735413811218247,0.21334316262351236,0.17663328683726676,0.14996999089707785,0.26200541693600743,0.24565874318692354
D1,4,306,95,22,12.093227423603041,3.1834270937709657,0.28502747918896043,0.2714756329075024,0.17041975885168634,0.2530324712901776,0.2864883243394512
E1,4,587,123,30,13.849352366476152,5.051060505001165,0.20338172626922338,0.2635407925936852,0.14577189584581138,0.28338792388340894,0.2007951408821623
F1,4,691,131,30,14.09510258953043,6.349907862600848,0.13783066406641106,0.11251844548203882,0.05771533801943794,0.09093642225605704,0.029168464871582978
G2,7,467,118,24,14.647128925459521,2.9947041673858887,0.23502855268579417,0.22275413405172273,0.14796379023260448,0.20491802270257184,0.22892225686606998
H1,7,613,108,18,8.48593758023994,2.6735565327153323,0.36159560288824316,0.3689022151191883,0.3674221741363027,0.3169375448649455,0.36728816021202737
